Delta_passing_attempts	Delta_passing_completions	Delta_passing_yards	Delta_passing_rating	Delta_passing_touchdowns	Delta_passing_interceptions	Delta_passing_sacks	Delta_passing_sacks_yards_lost	Delta_rushing_attempts	Delta_rushing_yards	Delta_rushing_touchdowns	Delta_receiving_targets	Delta_receiving_receptions	Delta_receiving_yards	Delta_receiving_touchdowns	Delta_kick_return_attempts	Delta_kick_return_yards	Delta_kick_return_touchdowns	Delta_punt_return_attempts	Delta_punt_return_yards	Delta_punt_return_touchdowns	Delta_defense_sacks	Delta_defense_tackles	Delta_defense_tackle_assists	Delta_defense_interceptions	Delta_defense_interception_yards	Delta_defense_interception_touchdowns	Delta_defense_safeties	Delta_point_after_attemps	Delta_point_after_makes	Delta_field_goal_attempts	Delta_field_goal_makes	Delta_punting_attempts	Delta_punting_yards	Delta_punting_blocked	Delta_Score
-0.8	0.2	-7.4	92.32	-0.2	0.2	0.6	-0.2	-4	-27	0.4	0.2	-0.8	-7.4	-0.2	1.6	45.8	0	-2	-17.8	0	-1	0	0	-0.2	-17.4	0	0	0.4	0.4	-1.2	-0.8	0.8	27.4	0	7
-2.4	-2.4	-5.6	107.92	-0.2	0.4	-0.2	-2.4	-4	-26.4	0.4	-1.4	-2.4	-5.6	-0.2	1.6	45	0	-1.4	-22	0	0	0	0	-0.4	-6.8	0	0	0.6	0.6	-1.2	-1.4	0.8	35.8	0	-15
-2	-0.4	-3.2	62.8	-0.8	0.8	0.8	1.4	-0.8	-19	0.4	0.2	-2	-3.2	-0.8	1.4	36.8	0	-0.6	-8.2	0	-1	0	0	-0.8	-8.8	0	0	0	0	-0.4	-0.6	0.2	16.2	0.2	-15
1.2	2.4	20.4	4.47999999999996	-0.4	0.8	1	4.4	-0.8	-11.4	0.2	2.2	1.2	20.4	-0.4	1.6	42.8	0	0	7.2	0	-1.2	0	0	-0.8	-9.2	0	0	-0.2	-0.4	-0.8	-0.8	0.2	14.4	0.2	3
-1.4	-1.6	-3.8	-13.76	-0.6	0.6	1.2	7.2	0.4	-8.4	0.6	-1.8	-1.4	-3.8	-0.6	0.6	15.2	0	0.6	14.8	0	-1.4	0	0	-0.6	-7.2	0	0	0.4	0.2	-0.8	-0.8	0.4	20.4	0.2	8
-0.2	0.4	23.2	-21.46	-0.4	0.6	1.2	7	2.8	6.4	0.4	0.2	-0.2	23.2	-0.4	0	-1.2	0	1	24	0	-1.2	0	0	-0.6	-9.6	0	0	0.4	0.2	-0.6	-0.4	0	-1.8	0.2	13
-2.2	-3.2	5.2	-37.84	-0.6	-0.2	1.4	5.8	5.8	18.2	0.6	-4	-2.2	5.2	-0.6	-0.2	-3.8	0	0.6	29.4	0.2	-1.4	0	0	0.2	-0.2	0	0	0.6	0.4	0	0	0.2	-3.2	0.2	-2
-2.4	-5	27.8	8.11999999999996	0.4	-0.8	0.8	2.4	8.8	41	1	-5.4	-2.4	27.8	0.4	-1.4	-23.4	0	1	33.2	0.2	-0.8	0	0	0.8	8.8	0	0	2	1.8	-0.2	-0.6	-0.8	-44.2	0	25
-3.8	-3.6	20.2	0.33999999999996	0	-1	0.4	1.2	4	6.6	1.2	-3.2	-3.8	20.2	0	-1.6	-29.4	0	1	26	0.2	-0.4	0	0	1	13.6	0	0	1.8	1.8	0.8	0	-0.8	-30.2	0	3
-2.8	-0.8	15.6	-39.4	-0.2	-0.4	0.2	0	8	38.4	1.2	-0.4	-2.8	15.6	-0.2	-1.4	-25.6	0	1.4	31	0.2	-0.2	0	0	0.4	5	0	0	1.2	1.2	0.8	0	-1.6	-64.8	0	3
-3.6	0.2	2.6	-37.78	-0.4	-0.2	0	0.6	5.8	39.6	1.4	0.4	-3.6	2.6	-0.4	-0.2	-2.6	0	1.4	36.6	0.2	0	0	0	0.2	7.4	0	0	1	1	0.4	-0.8	-1.4	-40.6	0	-4
-0.6	4	15.6	-32.32	-0.2	-0.4	1	7.2	1.8	17.8	1.2	4.2	-0.6	15.6	-0.2	-0.2	-1.4	0	0.8	28.2	0	-0.8	0	0	0.4	6.4	0	0	0.6	0.6	-0.2	-0.8	-0.6	1.6	0	-10
-0.6	3	-14.6	-45.4	-0.8	0	1.2	12.2	-5.6	-22.2	0.8	3	-0.6	-14.6	-0.8	0.8	25	0	1.4	36.4	0	-1	0	0	0	4.4	0	0	-0.2	-0.2	-0.6	-0.8	0.4	45.6	0	-3
1	1.6	7.6	-34.58	-0.4	0.2	1.8	13.6	-0.6	7.6	0.6	1.2	1	7.6	-0.4	0.6	31.4	0	2	45	0	-1.6	0	0	-0.2	15.8	0	0	0	0	-0.8	-0.8	-0.2	9.8	0	10
0	-0.2	-0.4	-12.2	-0.8	0.2	2.4	18	-7.6	-61	0.2	-0.6	0	-0.4	-0.8	1.8	57	0	1	36	0	-2.2	0	0	-0.2	21.8	0	0	-0.8	-0.8	-1.4	-1.2	1	61	0	-31
-1.4	-2.6	-21.6	1.31999999999996	-0.4	-0.6	2.2	16.8	-5.6	-71.6	-0.2	-2.6	-1.4	-21.6	-0.4	0.8	42.6	0	-0.2	19.8	0	-2	0	0	0.6	40.8	0	0	-0.6	-0.6	-1	-0.6	1.6	80.8	0	10
-1	-2.4	-27.6	-5.28000000000004	-0.6	0	1.8	16.6	-3.4	-56.8	-0.4	-2.2	-1	-27.6	-0.6	1.2	45.4	0	0.2	15.4	0	-1.8	0	0	0	32.8	0	0	-1	-1	0	0	0.6	48.4	0	-19
-0.6	-1.8	-47.8	-41.2	-1	0.2	3	22.8	-0.2	-28.4	0	-1.4	-0.6	-47.8	-1	1.6	51.4	0	-1	7.6	0	-3	0	0	-0.2	19.2	0	0	-1.4	-1.4	0	0	0.6	44.4	0	-17
-1.2	-3.8	-68	-19.74	-1.2	-0.8	2.4	20.6	1.8	-8.4	0.4	-3.4	-1.2	-68	-1.2	1.2	28.2	0	-1.4	8.2	0.2	-2.4	0	0	0.8	25.4	0	0	-0.6	-0.6	0.4	0	1	64	0	32
-0.4	0.2	-64.8	-33.14	-1.2	0	1.4	13	3.2	35.4	0.8	0.6	-0.4	-64.8	-1.2	0.8	14.4	0	-0.8	9	0.2	-1.4	0	0	0	19	0	0	-0.2	-0.2	0.6	0	0	24	0	-17
-1.4	-4	-75.6	-41.62	-1	0.4	1.2	9.2	2.8	38.8	1.2	-3.8	-1.4	-75.6	-1	0.6	9.8	0	-0.2	20	0.2	-1.2	0	0	-0.4	19.8	0	0	0.4	0.4	-0.2	-0.4	-0.6	-13	0	25
-2.8	-5.8	-69	-34.1	-0.6	0	0.8	4	5.8	64.6	1.4	-5.6	-2.8	-69	-0.6	-0.4	-12.6	0	0.2	32.8	0.2	-0.6	0	0	0	28.4	0	0	1.2	1.2	-0.2	-0.6	-1	-56	0	4
-2.2	-6.2	-35	19.42	0	-0.2	-1	-8	5.2	62.4	1.2	-6.2	-2.2	-35	0	-0.8	-17.6	0	0.8	33.6	0.2	1.2	0	0	0.2	37.6	0	0	2	2	-0.4	-0.8	-1.6	-82.6	0	8
-2.4	-4.6	-43.8	-12.74	0.2	0.6	-2.4	-18.6	4.2	44.2	0.8	-4.6	-2.4	-43.8	0.2	-0.4	-4.2	0	0.8	17.2	0	2.6	0	0	-0.6	31.6	0	0	1.2	1.2	-1	-0.8	-1.6	-78	0	10
-7.6	-16	-81.6	4.67999999999997	0.8	-0.6	-2	-17	6.8	47.8	0.4	-16	-7.6	-81.6	0.8	-1.8	-25.2	0	1.2	24.8	0	2.2	0	0	0.6	58.8	0	0	1.6	1.6	0	0.2	-1.2	-48.2	0	12
-6	-12.4	-61	17.88	0.4	-0.6	-2	-13.8	4.8	47.6	0.2	-12.4	-6	-61	0.4	-1.8	-31.6	0	1.4	20.4	0	2.2	0	0	0.6	41.8	0	0	1	1	1.2	0.8	-0.8	-34.6	0	13
-6.8	-10.2	-82.6	3.13999999999997	-0.2	-0.6	-1.6	-10.2	2.6	27	0.6	-10.6	-6.8	-82.6	-0.2	-1.2	-19.6	0	1.4	16.2	0	1.6	0	0	0.6	45.6	0	0	1	0.8	0.6	0.4	0	0.4	0	-8
-8.6	-10.8	-77.6	15.68	0.6	-0.6	-2.8	-16.4	7.8	27.8	0.2	-10.6	-8.6	-77.6	0.6	-1.8	-32.4	0	1.6	11.4	0	2.8	0	0	0.6	45	0	0	1.2	1	1.2	1.2	-0.2	-5.8	0	27
-7.2	-9.4	-51.8	21.62	0.8	-0.8	-2	-13.2	8.6	27.6	0.6	-9.2	-7.2	-51.8	0.8	-2.2	-45.4	0	2	22.2	0	2	0	0	0.8	43.8	0	0	1.8	1.6	1.4	1.2	-0.8	-36	0	31
-1.2	-0.4	9.2	59.78	1	-1.2	-2.4	-15.6	11.2	39	1.2	-0.4	-1.2	9.2	1	-2.4	-57	0	2	21	0	2.2	0	0	1.2	25.6	0	0	2.4	2.2	1.2	1.2	-1.2	-90	0	33
1.4	2.2	38.2	79.42	1.4	-1.4	-2.4	-17.6	14.2	39.8	1.4	2.2	1.4	38.2	1.4	-2.4	-53.8	0	1.6	17.2	0	2.2	0	0	1.4	22.8	0	0	3	2.8	0.8	1	-1.6	-89.8	0	31
3.2	2.6	78.2	86.72	1.4	-1.2	-1.8	-13.2	13.6	33.4	1	3	3.2	78.2	1.4	-2.4	-46.2	0	1.6	16.4	0	1.6	0	0	1.2	12.2	0	0	2.2	2.2	1.4	1.8	-2.6	-120.6	0	-18
0.6	-1	36.6	17.38	0.6	-1.4	-1.4	-9.4	8	3.4	1.2	-1	0.6	36.6	0.6	-2	-36.2	0	1	27	0.2	1.2	0	0	1.4	23.4	0	0	2	2	0.8	1	-2.2	-85	0	10
1.4	-0.2	37.4	6.85999999999997	0	-1.2	-0.2	2.2	7.2	5.6	1	-0.6	1.4	37.4	0	-1.2	-24.6	0	0.4	22.6	0.2	0	0	0	1.2	13.6	0	0	1.2	1.2	1	1	-1.8	-71	0	3
-2.2	-3.8	0	-6.48000000000003	-0.2	0.2	0	5.4	1.2	-6.4	0.6	-4	-2.2	0	-0.2	0.8	22.2	0	-0.2	13	0.2	0	0	0	-0.2	-14	0	0	0.4	0.2	-0.4	-0.2	-1.2	-23.8	0	-19
-3.8	-4.2	-8.2	-36.84	-0.6	0.6	0.2	10	-1.4	-11.4	0.2	-4.2	-3.8	-8.2	-0.6	1	14.2	0	0	11.4	0.2	-0.2	0	0	-0.4	-12.8	0	0	-0.4	-0.6	-0.4	-0.2	-1	-18.6	0	3
-7.4	-10.8	-64.8	-32.84	-0.4	0.2	-1	-1.2	6.8	28.2	0.8	-11	-7.4	-64.8	-0.4	-0.2	-18.4	0	-0.4	13.6	0.2	1	0	0	0	-6	0	0	0.6	0.4	0.2	0.2	0	31.8	0	25
-5	-6.4	-50	-19.9	-0.4	0.6	-0.4	3	9.4	57	0.8	-6.6	-5	-50	-0.4	-0.8	-36.4	0	0.2	25.8	0.2	0.4	0	0	-0.4	-15	0	0	0.4	0.2	0.6	0.8	-0.2	2.4	0	10
-7.2	-6.4	-83.6	-17.04	-0.6	1.2	-0.8	-1	6	30.4	0.6	-6.4	-7.2	-83.6	-0.6	0	-11.4	0	0.2	22.2	0.2	0.8	0	0	-1	-25	0	0	-0.2	-0.4	-0.2	0.4	0	17.2	0	-24
-1.2	0.8	-16.4	-33.08	-0.2	0.8	-0.8	-1.2	4.2	-22.8	0	0.8	-1.2	-16.4	-0.2	-0.8	-39.6	0	1	48	0.4	0.8	0	0	-0.6	-6	0	0	0	0	0.2	0.6	-0.6	-11	0	-3
-2.2	0.8	-45.8	-45.1	0	1.6	-1.2	-5.4	2	-32.6	-0.2	0.8	-2.2	-45.8	0	-0.2	-18	0	1	52.4	0.4	1.2	0	0	-1.6	-15.8	0	0	0	0	-0.6	-0.2	-0.6	-8.2	0	-9
1	5.8	-25.6	-49	0	1.8	-0.4	4	-5.8	-63.8	-1	5.8	1	-25.6	0	0.8	17.2	0.2	2	65.8	0.6	0.4	0	0	-1.8	-15	0	0	-0.4	-0.4	-1	-0.6	-1.2	-46.6	-0.2	3
3.4	9.2	8.6	-16.44	0	1.2	0.6	9.8	-9.6	-92.6	-1.4	8.8	3.4	8.6	0	1	22	0.2	1	38.4	0.4	-0.8	0	0	-1.2	-17	0	0	-1	-1	-0.4	-0.2	-0.2	-5.4	-0.2	-5
3.2	6.2	25.6	2.89999999999997	0.6	0.4	0.4	8.6	-4.6	-79.2	-1.4	6	3.2	25.6	0.6	-1	-7	0.2	0.8	37	0.4	-0.6	0	0	-0.4	10.8	0	0	0	0	0.4	0.4	0	1.6	-0.6	28
-4.6	-4.6	-47.6	28.96	0.2	-0.2	0	6.6	0.6	-35.4	-0.8	-4.4	-4.6	-47.6	0.2	-1.6	-14.4	0.2	-0.2	25	0.4	-0.4	0	0	0.2	15	0	0	0.4	0.4	0.6	0.6	0.8	40.4	-0.6	8
-7.4	-12.2	-63.4	43.1	0	-1.2	1	12	6.2	-2	-0.6	-12	-7.4	-63.4	0	-2	-17.6	0.2	-0.2	24.8	0.4	-1.4	-1.2	0	1.2	17.6	0	0	0	0	1.6	1.4	0.8	34.2	-0.6	-3
-8.8	-14	-54.2	48.6	0.6	-1	1	8.8	7.8	-3.8	-0.6	-14.2	-8.8	-54.2	0.6	-2	-26.4	0	-0.8	2.4	0.2	-1.4	-0.4	0.4	1	25	0	0	0.2	0.2	0.8	1	1.4	62.6	-0.4	4
-11.4	-19.4	-77.4	55.36	0.6	-1.4	0.2	0.2	8.6	-2.8	-0.6	-19.2	-11.4	-77.4	0.6	-1.6	-23.6	0	-0.8	5	0.2	-0.4	1.6	1.4	1.4	36	0	0	0.8	0.8	0.4	0.4	1.4	78.4	-0.6	7
-12.2	-19	-92.8	53.88	0.2	-1.2	0.2	-1.4	5	15.2	-0.4	-18.6	-12.2	-92.8	0.2	-0.8	-27.6	0	-0.6	4.6	0.2	-0.6	2.4	2	1.2	27.2	0	0	0.6	0.4	0.2	0.2	1.4	71.8	-0.2	4
-9.8	-13.4	-91.8	15.88	0	-0.8	0.8	0.6	2.6	28.6	-0.4	-13.4	-9.8	-91.8	0	0	-2	0	-0.8	-11	0	-1	4.6	2.6	0.8	20.4	0	0	0	-0.2	0.2	0.2	1.2	61.8	-0.2	-7
-6.4	-7.6	-55.8	17.14	0.2	-0.6	-0.2	-5.6	-1.8	-0.2	-0.4	-7.8	-6.4	-55.8	0.2	-0.4	-15.4	0	-0.6	-11.8	0	-0.2	7	4.8	0.6	32.2	0	0	0.6	0.4	0.2	0.4	1	57.6	-0.2	13
-5	-6.6	-55.2	21.86	-0.6	-0.8	-0.4	-5.8	-4.8	-8	0	-6.2	-5	-55.2	-0.6	0	2.6	0.2	-0.8	-5.6	0	0	8.6	5.6	0.8	16	0	0	0.4	0.2	1	0.8	0.6	41.8	-0.2	3
-6.2	-7.4	-75.8	3.63999999999997	-0.8	0.2	0.2	-3.6	-3.4	14.2	0.6	-7	-6.2	-75.8	-0.8	0.2	15.6	0.2	-0.4	1.6	0	-0.6	8.8	4.2	-0.2	-5.6	0	0	0.2	0	0.6	1	0.4	28.4	0	3
-3	-3.8	-47.6	-2.70000000000003	-0.4	0.2	0.4	-3.8	-5.4	-18.2	0.2	-3.6	-3	-47.6	-0.4	0.6	28.6	0.2	-1.2	-0.8	0	-0.6	7.8	3.2	-0.2	-12.4	0	0	0	0	0.2	1	0.8	48.4	0	3
-3.4	-6.8	-66.2	-5.28000000000003	0	-0.2	-0.4	-9.6	-5.6	-17.6	0.4	-6.6	-3.4	-66.2	0	-0.6	26.2	0.4	0.2	22.6	0	0.2	9.2	4.4	0.2	-8.6	0	0	0.8	0.8	0.4	1.2	0.6	33	0	24
-1.6	-4	-46.4	-7.36000000000003	-0.2	-0.4	0.6	-4.6	-3.6	-0.4	0.6	-3.8	-1.6	-46.4	-0.2	-0.8	18.2	0.4	0.8	28	0	-0.6	4.2	1	0.4	-3.4	0	0	1.2	1	0.6	1.4	0.6	11.8	0	24
-0.2	-0.8	-12.8	-18.54	-0.2	-0.4	1.2	-0.2	-5	-10	0.4	-0.6	-0.2	-12.8	-0.2	-0.6	4	0.2	0.6	26.2	0	-1.2	3.6	1.4	0.4	8.8	0	0	0.8	0.6	0.2	0.8	0.6	9	0	-20
1.8	3.6	-3.8	-34.28	-0.2	-0.6	0.2	-3.6	-6.4	-18	0	3.6	1.8	-3.8	-0.2	-0.8	2.4	0.2	0.8	11.6	0	-0.2	2.2	2.6	0.6	19.2	0	0	0.2	0	1.2	1.2	0.4	4.8	0	-4
-0.6	0.2	-0.8	-13.62	-0.2	-0.6	0	-1	-3.8	-8.8	0.4	0.6	-0.6	-0.8	-0.2	-0.8	2.2	0.2	1.2	3.4	0	0	3	3.6	0.6	16.4	0	0	0.6	0.4	1	0.6	-0.2	-21.2	0	8
3.2	6.4	46.8	-4.98000000000004	0	0	0.6	2.4	-5.2	-40.8	-0.2	6.6	3.2	46.8	0	0.6	5.6	0	0	-18	0	-0.6	0.2	2.6	0	7.2	0	0	0.2	0	0.2	0	0.4	0.8	0	-7
0	3.4	9.2	-7.34000000000004	0.4	0.4	-0.2	-1.8	-7.8	-55	-0.8	3.8	0	9.2	0.4	1.6	42.2	0	-0.6	-26.8	0	0	6	5.8	-0.4	-3.4	0	0	-0.4	-0.6	0.2	-0.2	0.4	27.8	0	6
-0.8	0.8	27.8	-3.84000000000004	1.2	0.4	-0.4	-7.8	-2	-16.4	-1.2	1.2	-0.8	27.8	1.2	0.8	31	0	0.4	-21.2	0	0.2	1.4	4.6	-0.4	-10.8	0	0	-0.2	-0.4	0.8	0.6	-0.2	-8.4	0	5
-4.4	-4.8	23.4	17.68	1.4	0.4	0.6	-1.2	0.6	-7.4	-1.2	-3.6	-4.4	23.4	1.4	0.4	24.2	0	0.6	3.4	0.2	-0.8	2.8	4.4	-0.4	-13.6	0	0	0.4	0.2	0.2	0.2	-0.6	-39.6	0	3
-4.4	-2.2	27	-11.42	1	0.6	2	7.6	-4.4	-14.4	-1.6	-1.4	-4.4	27	1	-0.2	13.8	0	0.6	35	0.4	-2.2	4.4	5.4	-0.6	-13.6	0	-0.2	-0.2	-0.4	1.2	1	-1	-54.4	0	-3
-4	-3	37.4	-9.12000000000004	0.6	0.6	2.4	11.8	-4.2	-5.6	-1.2	-1.8	-4	37.4	0.6	-0.6	5	0	0.2	37.2	0.4	-2.6	4	4.2	-0.6	-13.2	0	-0.2	-0.4	-0.6	1.4	1.2	-1.4	-59	0	-3
-2	-1.2	60.4	-0.940000000000034	0.6	0.2	2.8	14.4	-0.2	10	-0.8	0	-2	60.4	0.6	-1.4	-13.8	0	0.4	46	0.4	-2.8	-1.8	2.4	-0.2	-14	0	-0.2	0	0	0.8	0.8	-1.2	-66.4	0	14
-5.6	-6	3	12.82	0.6	0	2.4	14.8	-1	-1	-0.4	-4.8	-5.6	3	0.6	-1.4	-10	0	-0.6	36.4	0.4	-2.4	3.6	3.6	0	-3	0	-0.2	0.6	0.6	-0.2	-0.2	-0.2	-12.6	0	5
-5	-5.2	-21.4	-1.28000000000004	0.2	0.4	1.6	9.6	-5.8	-19.2	-0.2	-4.6	-5	-21.4	0.2	0.2	26.8	0	-1.2	14.6	0.2	-1.6	8.2	4.2	-0.4	-2.8	0	-0.2	0.2	0	-1	-1	0.6	16	0	-29
-5.6	-7.6	-41.8	-1.54000000000004	0.8	0.4	0.8	3.4	-3	-10	0	-6.6	-5.6	-41.8	0.8	1	36.4	0	-1.2	1.6	0	-0.8	9.4	3.6	-0.4	-6.8	0	0	0.6	0.4	-1.6	-1.6	1	37.4	0	4
-9.4	-12.6	-54.8	2.71999999999996	0.6	0.2	0.6	0.4	6	29.4	0.6	-11.8	-9.6	-54.8	0.6	0.4	9.8	0	-0.4	7.2	0	-0.6	5.6	3.8	-0.2	-3.8	0	0	1	0.8	-1.4	-1.6	0.2	9.2	0	11
-9.8	-11.8	-70.4	10.38	0.4	0.6	0.6	0.4	1.4	10	0.4	-11.4	-10	-70.4	0.4	1.2	17.4	0	-0.6	2.8	0	-0.6	10	4.6	-0.6	-6.4	0	0	0.4	0.2	-1.4	-1.6	0.4	13.6	0	-7
-8.6	-10.2	-54.6	6.23999999999996	0.4	0.8	0.6	-1.4	2.8	0.4	0.4	-9.8	-8.8	-54.6	0.4	1.4	17.2	0	-0.6	10.4	0	-0.6	5	6.2	-0.8	-24.4	0	0	0.6	0.4	-0.6	-0.8	0.2	16.2	0	18
-7	-7.6	-10.2	15.84	0.6	0.6	1	3.2	3.6	-1.6	0.4	-7.2	-7.2	-10.2	0.6	0.8	-5.6	0	-1	13.8	0	-1	1.6	7.8	-0.6	-21.8	0	0	0.8	0.8	-0.2	-0.4	-0.2	12	0	-10
-8.4	-10.8	-53.8	12.48	0	0.6	0.8	2.4	5.2	10.2	0.4	-10.6	-8.6	-53.8	0	0.2	-7.2	0	-0.8	20.2	0.2	-0.8	0.8	6.8	-0.6	-15.6	0	0	1	1	-0.8	-0.4	0.2	24.6	0	5
-7.8	-9.6	-58.8	-9.60000000000004	0.6	0.4	-0.2	-3.8	0.8	-5	-0.2	-9.4	-7.8	-58.8	0.6	0.2	13.6	0.2	-1	21.8	0.2	0.2	4.4	7.8	-0.4	-11	0	0.2	1.2	1.2	-0.4	0.2	0.6	34.4	0	29
-13	-19.8	-97.8	-13.48	0.2	-0.6	-0.4	-5.2	5.6	8.2	0.2	-19.2	-13	-97.8	0.2	0	5.4	0.2	-1.2	40.8	0.4	0.4	4.4	8	0.6	5.8	0	0.2	2	2	0	0.4	1.6	90.4	0	24
-11.8	-16.6	-95.2	-10.58	-0.2	-0.8	-0.4	-1.2	6	20.6	0.6	-15.6	-11.6	-93.6	-0.2	-0.2	-7.6	0.2	-0.4	51.8	0.4	0.4	5	5.6	0.8	5.2	0	0.2	1.8	1.8	-0.6	0	1.4	75	0	11
-11.6	-17.8	-101	-23.68	-0.2	-0.4	0.4	0.4	6.8	34	0.6	-16.4	-11.4	-99.4	-0.2	-1	-23.8	0.2	-0.2	58.8	0.4	-0.4	4.4	2.4	0.4	5.2	0	0.2	1.8	1.8	-0.2	0.2	0.4	32.6	0	-7
-9.6	-13.2	-67.4	-22.78	0	0.4	0.8	5.2	5.4	37.4	0.2	-12.4	-9.4	-65.8	0	0.2	-6.8	0.2	-0.2	39	0.2	-0.8	2.8	3.2	-0.4	-12.6	0	0.2	0.8	0.8	0.2	0.2	0.2	24.4	0	-24
-8.6	-13	-60.8	4.73999999999996	-0.2	0	1.4	12.6	6.8	34.4	0.6	-12.2	-8.4	-59.2	-0.2	0.2	-8.6	0	-0.4	35.8	0.2	-1.4	0.2	4	0	-0.8	0	0	0.6	0.6	0.2	0.2	0.6	28.8	0	20
-4	-5.2	-13.4	-3.68000000000004	0	0.6	0.6	4.8	7	37.4	0.6	-4.4	-3.8	-11.8	0	0.6	8	0	-0.2	15.6	0	-0.6	-1.6	2	-0.6	-14.2	0	0	0.4	0.4	0	0.2	-1	-50	0	17
-5.6	-8.2	-37.2	3.23999999999996	0	0.6	1	5.8	6.8	44.2	0.2	-8	-5.6	-37.2	0	0.4	13.6	0	-1.4	3.8	0	-1	-1	1.2	-0.6	-3	0	0	0	0	1	0.8	-1	-53.2	0	6
-4.6	-9	-58	28.1	0.4	-0.2	0.8	8	6	40.2	0.4	-8.8	-4.4	-53	0.4	2	25.8	0	-0.6	0.8	0	-0.8	-2	4	0.2	2	0	0	0.4	0.4	0.2	0	0	-4.2	0	1
-2.2	-6.4	-29.4	43.42	0.2	-1	0	0	4	23.4	0.8	-5.4	-2	-24.4	0.2	1.2	10.2	0	0.2	14.4	0	0	-1.8	3.6	1	18.6	0	0	0.8	0.8	0.6	0.2	-0.8	-44.2	0	-7
-1.6	-6.8	-28.4	39.88	0	-0.6	0	-2.6	4.2	13	0.8	-5.6	-1.4	-23.4	0	1.6	14.6	0	0.4	13.4	0	0	-2.6	2	0.6	7.6	0	0	0.6	0.6	0.6	0	-0.8	-32.2	0	18
-2.6	-8.2	-46.6	38.88	0	-0.4	0.4	3.2	1	-4.6	0.4	-7	-2.4	-41.6	0	2	16.6	0	0	9.4	0	-0.4	-0.8	3.2	0.4	7.2	0	0	0.2	0.2	0.4	-0.2	-0.4	-7.6	0	-6
-2.6	-8.4	-55.2	13.94	-0.4	0	0.2	5.2	-3.6	-25.4	0.4	-6.8	-2.4	-50.2	-0.4	2.2	25.2	0	0.8	18.2	0	-0.2	2.6	4.8	0	2	0	0	-0.2	-0.2	-0.2	-0.2	-0.2	-2	0	-8
-3.4	-6.2	-37.6	7.87999999999996	-0.6	0	-0.8	-3.4	1.2	-13.8	0.2	-5.2	-3.4	-37.6	-0.6	1	22.6	0	0.6	13.6	0	0.8	-1.8	6	0	2.8	0	0	-0.4	-0.4	0.6	0.8	-0.2	-14.6	0	3
-2	-6	-32.4	3.41999999999996	0	0.2	-0.6	-0.4	2.4	-10.6	0.2	-5.2	-2	-32.4	0	1.4	47.8	-0.2	0	7.4	0	0.6	-4.4	6	-0.2	10.6	0	0	0	0	0	0.4	0.4	6.2	0	1
-3.2	-4	-24.2	-0.620000000000038	0	0.2	0	4.2	-3.6	-4.4	-0.2	-3.2	-3.2	-24.2	0	1.4	50.4	-0.2	0	9.2	0	0	1	8.8	-0.2	9.8	0	0	-0.4	-0.4	-0.8	-0.4	0.4	1.2	0	-8
0	0.2	-7.6	6.03999999999996	0.2	-0.4	0.2	4.8	-3.2	1.8	-0.4	0.4	0	-7.6	0.2	0.6	36.4	-0.2	0.4	9.4	0	-0.2	-2	7.6	0.4	27.4	0	0	-0.4	-0.4	-0.4	0	0.4	-6.4	0	6
4	6	42.2	36	0.4	-0.6	0.4	4.2	-2.6	-13.6	-0.4	5.8	4	42.2	0.4	0.8	39.8	-0.2	0.6	3.8	0	-0.4	-6.4	8	0.6	39.2	0	0	-0.4	-0.4	-0.2	0	0.4	-5.6	0	-2
5.4	6	61	44.7	0.4	-0.8	0.4	1.6	-7	-31.2	-0.6	5.8	5.4	61	0.4	0.4	30.6	-0.2	0.2	4.8	0	-0.4	-1.8	6	0.8	38.2	0	0	-0.4	-0.4	-0.2	0	0.6	-2.4	0	3
5.8	6.6	88.8	29.68	0.2	-1	0.2	-1.4	-5	-41.8	-0.6	6.2	5.8	88.8	0.2	-1	-6.8	0	0.4	8.6	0	-0.2	-3	6	1	29.4	0	0	-0.6	-0.6	0.8	1	0	-13	0	17
4.8	4	56.4	31.78	0.2	-1.2	-0.6	-4.6	-4.8	-55.6	-0.4	3.4	4.8	56.4	0.2	0	9.4	0	0.4	15.4	0	0.6	-1.8	3.2	1.2	28.6	0	0	-0.2	-0.2	1	1.2	0.4	1.2	0	-5
6.4	7.4	87	21.08	0.2	-0.4	-0.2	-2.8	-8.4	-74.4	-0.2	7.2	6.4	87	0.2	-0.2	5.4	0	0	12.4	0	0.2	0.2	3.6	0.4	2.6	0	0	-0.2	-0.2	0.4	0.6	0.2	-4	0	-3
4.8	6	61	7.07999999999996	0	0	-0.6	-4.4	-2.6	-17.2	-0.4	5.8	4.8	61	0	-0.6	-8	0	-0.2	9.2	0	0.6	-1	0	0	-24.8	0	0	-0.4	-0.4	0	0.2	0	-11	0	-21
3.6	6.4	32.8	-10.66	-0.2	0.6	-0.6	-1.4	-3.4	-20.2	-0.2	6.6	3.6	32.8	-0.2	-0.4	-1	0	-0.4	6.2	0	0.6	0.4	1.6	-0.6	-39.6	0	0	-0.6	-0.6	-1	-0.4	-0.2	-5.2	0	-13
3.6	7.2	26.4	4.23999999999997	0	0.8	-0.8	-2.2	-1.2	-2	-0.2	7.4	3.6	26.4	0	0.8	18.8	0	0	5.8	0	0.8	-1.6	0.4	-0.8	-50	0	0	-0.2	-0.2	-2	-1.4	0	-4	0	8
